Time (sec), Heater 1 (%), Heater 2 (%), Temperature 1 (degC), Temperature 2 (degC), Set Point 1 (degC), Set Point 2 (degC)
2.489710927009582520e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.802100000000000080e+01,2.866499999999999915e+01,2.500000000000000000e+01,2.300000000000000000e+01
2.588785171508789062e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.805300000000000082e+01,2.863299999999999912e+01,2.500000000000000000e+01,2.300000000000000000e+01
2.688816523551940918e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.798799999999999955e+01,2.863299999999999912e+01,2.500000000000000000e+01,2.300000000000000000e+01
2.787930464744567871e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.798799999999999955e+01,2.869699999999999918e+01,2.500000000000000000e+01,2.300000000000000000e+01
2.887921357154846191e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.798799999999999955e+01,2.863299999999999912e+01,2.500000000000000000e+01,2.300000000000000000e+01
2.987129926681518555e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.798799999999999955e+01,2.869699999999999918e+01,2.500000000000000000e+01,2.300000000000000000e+01
3.087016677856445312e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.802100000000000080e+01,2.866499999999999915e+01,2.500000000000000000e+01,2.300000000000000000e+01
3.186234903335571289e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.798799999999999955e+01,2.863299999999999912e+01,2.500000000000000000e+01,2.300000000000000000e+01
3.286112952232360840e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.805300000000000082e+01,2.882600000000000051e+01,2.500000000000000000e+01,2.300000000000000000e+01
3.385341954231262207e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.805300000000000082e+01,2.882600000000000051e+01,2.500000000000000000e+01,2.300000000000000000e+01
3.485296392440795898e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.808500000000000085e+01,2.866499999999999915e+01,2.500000000000000000e+01,2.300000000000000000e+01
3.585596394538879395e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.802100000000000080e+01,2.872899999999999920e+01,2.500000000000000000e+01,2.300000000000000000e+01
3.684423136711120605e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.821399999999999864e+01,2.866499999999999915e+01,2.500000000000000000e+01,2.300000000000000000e+01
3.784745216369628906e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.811700000000000088e+01,2.869699999999999918e+01,2.500000000000000000e+01,2.300000000000000000e+01
3.883591055870056152e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.818199999999999861e+01,2.889099999999999824e+01,2.500000000000000000e+01,2.300000000000000000e+01
3.983942198753356934e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.814900000000000091e+01,2.872899999999999920e+01,2.500000000000000000e+01,2.300000000000000000e+01
4.082745218276977539e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.811700000000000088e+01,2.879400000000000048e+01,2.500000000000000000e+01,2.300000000000000000e+01
4.183087515830993652e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.831099999999999994e+01,2.872899999999999920e+01,2.500000000000000000e+01,2.300000000000000000e+01
4.281932854652404785e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.824599999999999866e+01,2.885800000000000054e+01,2.500000000000000000e+01,2.300000000000000000e+01
4.382185697555541992e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.824599999999999866e+01,2.892299999999999827e+01,2.500000000000000000e+01,2.300000000000000000e+01
4.481034302711486816e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.821399999999999864e+01,2.885800000000000054e+01,2.500000000000000000e+01,2.300000000000000000e+01
4.581393980979919434e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.827799999999999869e+01,2.872899999999999920e+01,2.500000000000000000e+01,2.300000000000000000e+01
4.680197596549987793e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.821399999999999864e+01,2.879400000000000048e+01,2.500000000000000000e+01,2.300000000000000000e+01
4.780520105361938477e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.827799999999999869e+01,2.879400000000000048e+01,2.500000000000000000e+01,2.300000000000000000e+01
4.879298162460327148e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.824599999999999866e+01,2.879400000000000048e+01,2.500000000000000000e+01,2.300000000000000000e+01
4.979667949676513672e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.827799999999999869e+01,2.876200000000000045e+01,2.500000000000000000e+01,2.300000000000000000e+01
5.078491234779357910e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.818199999999999861e+01,2.879400000000000048e+01,2.500000000000000000e+01,2.300000000000000000e+01
5.192539167404174805e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.827799999999999869e+01,2.869699999999999918e+01,2.500000000000000000e+01,2.300000000000000000e+01
5.292623400688171387e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.831099999999999994e+01,2.889099999999999824e+01,2.500000000000000000e+01,2.300000000000000000e+01
5.391708135604858398e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.827799999999999869e+01,2.879400000000000048e+01,2.500000000000000000e+01,2.300000000000000000e+01
5.491726636886596680e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.831099999999999994e+01,2.889099999999999824e+01,2.500000000000000000e+01,2.300000000000000000e+01
5.590812921524047852e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.831099999999999994e+01,2.879400000000000048e+01,2.500000000000000000e+01,2.300000000000000000e+01
5.690861868858337402e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.827799999999999869e+01,2.892299999999999827e+01,2.500000000000000000e+01,2.300000000000000000e+01
5.790005970001220703e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.831099999999999994e+01,2.882600000000000051e+01,2.500000000000000000e+01,2.300000000000000000e+01
5.889992308616638184e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.831099999999999994e+01,2.892299999999999827e+01,2.500000000000000000e+01,2.300000000000000000e+01
5.989138770103454590e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.831099999999999994e+01,2.895499999999999829e+01,5.000000000000000000e+01,2.300000000000000000e+01
6.089117074012756348e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.831099999999999994e+01,2.889099999999999824e+01,5.000000000000000000e+01,2.300000000000000000e+01
6.188269138336181641e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.831099999999999994e+01,2.885800000000000054e+01,5.000000000000000000e+01,2.300000000000000000e+01
6.288258504867553711e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.831099999999999994e+01,2.889099999999999824e+01,5.000000000000000000e+01,2.300000000000000000e+01
6.387419843673706055e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.834299999999999997e+01,2.885800000000000054e+01,5.000000000000000000e+01,2.300000000000000000e+01
6.487405920028686523e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.837500000000000000e+01,2.895499999999999829e+01,5.000000000000000000e+01,2.300000000000000000e+01
6.586525511741638184e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.831099999999999994e+01,2.889099999999999824e+01,5.000000000000000000e+01,2.300000000000000000e+01
6.686548924446105957e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.831099999999999994e+01,2.889099999999999824e+01,5.000000000000000000e+01,2.300000000000000000e+01
6.785703063011169434e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.860099999999999909e+01,2.889099999999999824e+01,5.000000000000000000e+01,2.300000000000000000e+01
6.885664033889770508e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.860099999999999909e+01,2.892299999999999827e+01,5.000000000000000000e+01,2.300000000000000000e+01
6.984812474250793457e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.863299999999999912e+01,2.892299999999999827e+01,5.000000000000000000e+01,2.300000000000000000e+01
7.084809064865112305e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.869699999999999918e+01,2.892299999999999827e+01,5.000000000000000000e+01,2.300000000000000000e+01
7.183955717086791992e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.892299999999999827e+01,2.892299999999999827e+01,5.000000000000000000e+01,2.300000000000000000e+01
7.283984208106994629e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.895499999999999829e+01,2.892299999999999827e+01,5.000000000000000000e+01,2.300000000000000000e+01
7.383057141304016113e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.924500000000000099e+01,2.892299999999999827e+01,5.000000000000000000e+01,2.300000000000000000e+01
7.483138799667358398e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.927700000000000102e+01,2.898699999999999832e+01,5.000000000000000000e+01,2.300000000000000000e+01
7.582231545448303223e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.956700000000000017e+01,2.892299999999999827e+01,5.000000000000000000e+01,2.300000000000000000e+01
7.682244515419006348e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.966400000000000148e+01,2.892299999999999827e+01,5.000000000000000000e+01,2.300000000000000000e+01
7.781369519233703613e+01,1.000000000000000000e+02,0.000000000000000000e+00,2.989000000000000057e+01,2.895499999999999829e+01,5.000000000000000000e+01,2.300000000000000000e+01
7.881374287605285645e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.017999999999999972e+01,2.892299999999999827e+01,5.000000000000000000e+01,2.300000000000000000e+01
7.980516719818115234e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.024399999999999977e+01,2.895499999999999829e+01,5.000000000000000000e+01,2.300000000000000000e+01
8.080484819412231445e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.056599999999999895e+01,2.892299999999999827e+01,5.000000000000000000e+01,2.300000000000000000e+01
8.179644036293029785e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.088899999999999935e+01,2.905199999999999960e+01,5.000000000000000000e+01,2.300000000000000000e+01
8.279601311683654785e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.111400000000000077e+01,2.895499999999999829e+01,5.000000000000000000e+01,2.300000000000000000e+01
8.378738927841186523e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.127499999999999858e+01,2.898699999999999832e+01,5.000000000000000000e+01,2.300000000000000000e+01
8.478704524040222168e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.153300000000000125e+01,2.892299999999999827e+01,5.000000000000000000e+01,2.300000000000000000e+01
8.577870798110961914e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.185500000000000043e+01,2.895499999999999829e+01,5.000000000000000000e+01,2.300000000000000000e+01
8.677799677848815918e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.208100000000000307e+01,2.895499999999999829e+01,5.000000000000000000e+01,2.300000000000000000e+01
8.777058053016662598e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.250000000000000000e+01,2.898699999999999832e+01,5.000000000000000000e+01,2.300000000000000000e+01
8.876899361610412598e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.272599999999999909e+01,2.895499999999999829e+01,5.000000000000000000e+01,2.300000000000000000e+01
8.976157236099243164e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.285399999999999920e+01,2.898699999999999832e+01,5.000000000000000000e+01,2.300000000000000000e+01
9.075999641418457031e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.314500000000000313e+01,2.908399999999999963e+01,5.000000000000000000e+01,2.300000000000000000e+01
9.175319290161132812e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.346699999999999875e+01,2.908399999999999963e+01,5.000000000000000000e+01,2.300000000000000000e+01
9.275113463401794434e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.378900000000000148e+01,2.905199999999999960e+01,5.000000000000000000e+01,2.300000000000000000e+01
9.374416232109069824e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.414399999999999835e+01,2.918100000000000094e+01,5.000000000000000000e+01,2.300000000000000000e+01
9.474254560470581055e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.443399999999999750e+01,2.918100000000000094e+01,5.000000000000000000e+01,2.300000000000000000e+01
9.573530554771423340e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.475600000000000023e+01,2.927700000000000102e+01,5.000000000000000000e+01,2.300000000000000000e+01
9.673353791236877441e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.507800000000000296e+01,2.927700000000000102e+01,5.000000000000000000e+01,2.300000000000000000e+01
9.772636294364929199e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.539999999999999858e+01,2.927700000000000102e+01,5.000000000000000000e+01,2.300000000000000000e+01
9.872530698776245117e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.565800000000000125e+01,2.927700000000000102e+01,5.000000000000000000e+01,2.300000000000000000e+01
9.971745133399963379e+01,1.000000000000000000e+02,0.000000000000000000e+00,3.604500000000000171e+01,2.918100000000000094e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.007164256572723389e+02,1.000000000000000000e+02,0.000000000000000000e+00,3.636699999999999733e+01,2.927700000000000102e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.017086913585662842e+02,1.000000000000000000e+02,0.000000000000000000e+00,3.665699999999999648e+01,2.927700000000000102e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.027080037593841553e+02,1.000000000000000000e+02,0.000000000000000000e+00,3.697899999999999920e+01,2.930999999999999872e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.036997592449188232e+02,1.000000000000000000e+02,0.000000000000000000e+00,3.733400000000000318e+01,2.927700000000000102e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.046991384029388428e+02,1.000000000000000000e+02,0.000000000000000000e+00,3.765599999999999881e+01,2.937399999999999878e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.056915049552917480e+02,1.000000000000000000e+02,0.000000000000000000e+00,3.781700000000000017e+01,2.953500000000000014e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.066912147998809814e+02,1.000000000000000000e+02,0.000000000000000000e+00,3.810699999999999932e+01,2.956700000000000017e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.076832497119903564e+02,1.000000000000000000e+02,0.000000000000000000e+00,3.833299999999999841e+01,2.960000000000000142e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.086822378635406494e+02,1.000000000000000000e+02,0.000000000000000000e+00,3.862299999999999756e+01,2.960000000000000142e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.096750860214233398e+02,1.000000000000000000e+02,0.000000000000000000e+00,3.894500000000000028e+01,2.960000000000000142e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.106738483905792236e+02,1.000000000000000000e+02,0.000000000000000000e+00,3.926800000000000068e+01,2.969600000000000151e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.116660916805267334e+02,1.000000000000000000e+02,0.000000000000000000e+00,3.959000000000000341e+01,2.960000000000000142e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.126655781269073486e+02,9.967490936189263095e+01,0.000000000000000000e+00,3.991199999999999903e+01,2.963200000000000145e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.136580202579498291e+02,9.837048015496093001e+01,0.000000000000000000e+00,4.023400000000000176e+01,2.985699999999999932e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.148210277557373047e+02,9.416979292331775753e+01,0.000000000000000000e+00,4.075000000000000000e+01,2.985699999999999932e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.158209607601165771e+02,9.785055705192407061e+01,0.000000000000000000e+00,4.087899999999999778e+01,2.992200000000000060e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.171343910694122314e+02,9.520837972909583868e+01,0.000000000000000000e+00,4.123299999999999699e+01,2.992200000000000060e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.183232176303863525e+02,9.217399317487119959e+01,0.000000000000000000e+00,4.165200000000000102e+01,2.992200000000000060e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.195272791385650635e+02,9.053146222992914716e+01,0.000000000000000000e+00,4.203900000000000148e+01,2.992200000000000060e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.207608394622802734e+02,8.743230748391822260e+01,0.000000000000000000e+00,4.249000000000000199e+01,3.008299999999999841e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.217612321376800537e+02,8.998567737198773386e+01,0.000000000000000000e+00,4.261899999999999977e+01,3.021199999999999974e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.227518615722656250e+02,8.620328302003331089e+01,0.000000000000000000e+00,4.294100000000000250e+01,3.024399999999999977e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.240162177085876465e+02,8.244833461256747853e+01,0.000000000000000000e+00,4.342499999999999716e+01,3.024399999999999977e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.250163309574127197e+02,8.173384071274207940e+01,0.000000000000000000e+00,4.371500000000000341e+01,3.030900000000000105e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.260072917938232422e+02,7.802714907951397549e+01,0.000000000000000000e+00,4.410199999999999676e+01,3.037300000000000111e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.270076897144317627e+02,8.311251911811831405e+01,0.000000000000000000e+00,4.410199999999999676e+01,3.040500000000000114e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.279984593391418457e+02,7.774742669583054067e+01,0.000000000000000000e+00,4.442399999999999949e+01,3.056599999999999895e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.289986543655395508e+02,7.560905819988447263e+01,0.000000000000000000e+00,4.474600000000000222e+01,3.050199999999999889e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.299896047115325928e+02,7.528429101145553659e+01,0.000000000000000000e+00,4.497200000000000131e+01,3.056599999999999895e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.309896569252014160e+02,7.077358001467329984e+01,0.000000000000000000e+00,4.535799999999999699e+01,3.056599999999999895e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.319808475971221924e+02,7.488412512653192721e+01,0.000000000000000000e+00,4.539099999999999824e+01,3.059900000000000020e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.329809865951538086e+02,6.963502473018183991e+01,0.000000000000000000e+00,4.571300000000000097e+01,3.079200000000000159e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.339718554019927979e+02,6.781995325629402771e+01,0.000000000000000000e+00,4.600300000000000011e+01,3.088899999999999935e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.349727554321289062e+02,6.439911674653596663e+01,0.000000000000000000e+00,4.635699999999999932e+01,3.088899999999999935e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.359630887508392334e+02,6.210198667531718542e+01,0.000000000000000000e+00,4.667999999999999972e+01,3.092099999999999937e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.369645533561706543e+02,6.473660455605886455e+01,0.000000000000000000e+00,4.674399999999999977e+01,3.088899999999999935e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.379541823863983154e+02,6.078201263882514382e+01,0.000000000000000000e+00,4.700200000000000244e+01,3.114600000000000080e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.389561014175415039e+02,5.749144465623793110e+01,0.000000000000000000e+00,4.732399999999999807e+01,3.114600000000000080e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.399451780319213867e+02,5.534523690298150456e+01,0.000000000000000000e+00,4.761399999999999721e+01,3.114600000000000080e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.409475755691528320e+02,5.810995870928043416e+01,0.000000000000000000e+00,4.764600000000000080e+01,3.121099999999999852e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.419361903667449951e+02,5.233357095596500841e+01,0.000000000000000000e+00,4.796900000000000119e+01,3.124299999999999855e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.429389948844909668e+02,5.471706183207987806e+01,0.000000000000000000e+00,4.803300000000000125e+01,3.130799999999999983e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.439281358718872070e+02,4.985519299427930662e+01,0.000000000000000000e+00,4.832300000000000040e+01,3.143700000000000117e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.449300546646118164e+02,4.856211484797344724e+01,0.000000000000000000e+00,4.854899999999999949e+01,3.159799999999999898e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.459200627803802490e+02,4.980595558562957592e+01,0.000000000000000000e+00,4.861299999999999955e+01,3.153300000000000125e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.469219009876251221e+02,4.421153261832415637e+01,0.000000000000000000e+00,4.893599999999999994e+01,3.162999999999999901e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.479111447334289551e+02,4.569668541144386609e+01,0.000000000000000000e+00,4.903199999999999648e+01,3.162999999999999901e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.489132421016693115e+02,4.294630874315553370e+01,0.000000000000000000e+00,4.922599999999999909e+01,3.175900000000000034e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.499022059440612793e+02,4.046572813928216306e+01,0.000000000000000000e+00,4.945100000000000051e+01,3.185500000000000043e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.509043006896972656e+02,4.024770912664120459e+01,0.000000000000000000e+00,4.957999999999999829e+01,3.188800000000000168e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.518932316303253174e+02,3.964804032596216388e+01,0.000000000000000000e+00,4.967699999999999960e+01,3.188800000000000168e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.528955242633819580e+02,3.615368905283293088e+01,0.000000000000000000e+00,4.990200000000000102e+01,3.188800000000000168e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.538845076560974121e+02,3.841792650227545636e+01,0.000000000000000000e+00,4.990200000000000102e+01,3.208100000000000307e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.548873555660247803e+02,3.192197097258074834e+01,0.000000000000000000e+00,5.022500000000000142e+01,3.217799999999999727e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.558757867813110352e+02,3.509831894164083366e+01,0.000000000000000000e+00,5.022500000000000142e+01,3.217799999999999727e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.568789279460906982e+02,3.051508172652074080e+01,0.000000000000000000e+00,5.045000000000000284e+01,3.217799999999999727e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.578671317100524902e+02,3.069834780820437459e+01,0.000000000000000000e+00,5.054699999999999704e+01,3.233899999999999864e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.588700940608978271e+02,3.092472885720282960e+01,0.000000000000000000e+00,5.057900000000000063e+01,3.250000000000000000e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.598582274913787842e+02,2.588738675232113096e+01,0.000000000000000000e+00,5.083700000000000330e+01,3.250000000000000000e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.608611135482788086e+02,2.768498945234816588e+01,0.000000000000000000e+00,5.086899999999999977e+01,3.250000000000000000e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.618493678569793701e+02,2.783230997300147180e+01,0.000000000000000000e+00,5.086899999999999977e+01,3.256400000000000006e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.628523459434509277e+02,2.245389936133213382e+01,0.000000000000000000e+00,5.112700000000000244e+01,3.253199999999999648e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.638411979675292969e+02,2.480335146608349106e+01,0.000000000000000000e+00,5.112700000000000244e+01,3.256400000000000006e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.648433637619018555e+02,2.262011756005022889e+01,0.000000000000000000e+00,5.122399999999999665e+01,3.282200000000000273e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.658323698043823242e+02,2.269602578792581937e+01,0.000000000000000000e+00,5.125600000000000023e+01,3.282200000000000273e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.668352684974670410e+02,2.016550853004949673e+01,0.000000000000000000e+00,5.138499999999999801e+01,3.282200000000000273e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.678237156867980957e+02,1.855740090375275031e+01,0.000000000000000000e+00,5.151400000000000290e+01,3.282200000000000273e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.688264377117156982e+02,1.955885398569103018e+01,0.000000000000000000e+00,5.151400000000000290e+01,3.285399999999999920e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.698148779869079590e+02,1.925955427036281264e+01,0.000000000000000000e+00,5.151400000000000290e+01,3.307999999999999829e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.708174281120300293e+02,1.895598209247584975e+01,0.000000000000000000e+00,5.151400000000000290e+01,3.307999999999999829e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.718058512210845947e+02,1.865668757505412856e+01,0.000000000000000000e+00,5.151400000000000290e+01,3.314500000000000313e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.728087797164916992e+02,1.835300082664485899e+01,0.000000000000000000e+00,5.151400000000000290e+01,3.314500000000000313e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.737969806194305420e+02,1.805377359323497899e+01,0.000000000000000000e+00,5.151400000000000290e+01,3.314500000000000313e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.748002319335937500e+02,1.514828581421837761e+01,0.000000000000000000e+00,5.164300000000000068e+01,3.317699999999999960e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.757884304523468018e+02,1.415894504387162911e+01,0.000000000000000000e+00,5.173899999999999721e+01,3.317699999999999960e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.767922327518463135e+02,1.478128732681276603e+01,0.000000000000000000e+00,5.173899999999999721e+01,3.346699999999999875e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.777796599864959717e+02,1.378746608749425562e+01,0.000000000000000000e+00,5.177100000000000080e+01,3.346699999999999875e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.787839965820312500e+02,1.309060085395394069e+01,0.000000000000000000e+00,5.180400000000000205e+01,3.346699999999999875e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.797707486152648926e+02,1.241254434387086292e+01,0.000000000000000000e+00,5.183599999999999852e+01,3.346699999999999875e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.807751066684722900e+02,1.236804033288956717e+01,0.000000000000000000e+00,5.183599999999999852e+01,3.349900000000000233e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.817617506980895996e+02,1.332736991617661992e+01,0.000000000000000000e+00,5.177100000000000080e+01,3.372500000000000142e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.827662336826324463e+02,1.035762526234684699e+01,0.000000000000000000e+00,5.186800000000000210e+01,3.375699999999999790e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.837530467510223389e+02,1.160521462404122772e+01,0.000000000000000000e+00,5.183599999999999852e+01,3.382099999999999795e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.847578158378601074e+02,1.155689886513714448e+01,0.000000000000000000e+00,5.180400000000000205e+01,3.378900000000000148e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.857439854145050049e+02,1.220454380183606524e+01,0.000000000000000000e+00,5.173899999999999721e+01,3.369200000000000017e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.867493281364440918e+02,1.312997057634484754e+01,0.000000000000000000e+00,5.164300000000000068e+01,3.404699999999999704e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.877354238033294678e+02,1.447467206683233698e+01,0.000000000000000000e+00,5.151400000000000290e+01,3.378900000000000148e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.887402806282043457e+02,1.352724896713684366e+01,0.000000000000000000e+00,5.148100000000000165e+01,3.391799999999999926e+01,5.000000000000000000e+01,2.300000000000000000e+01
1.897268171310424805e+02,1.223561713151437402e+01,0.000000000000000000e+00,5.151400000000000290e+01,3.414399999999999835e+01,5.000000000000000000e+01,2.300000000000000000e+01
